APK,Time_ Androguard ,No_Of_permission,Time_permission,No_Of_Intent,No_Of_ImplicitIntent,No_Of_ExplicitIntent,Time_Intent,No_Of_PendingIntent,No_Of_Filter,Time_filter,No_Of_PermissionIntent,Type_Of_PermissionIntentt,No_Of_PermissionFilter,Type_Of_PermissionFilter,"Danger=1,Normal=0"
com.descartes.retailscan955F6D16C4606E1114BD1C0967E79ED7E086A64F,48.18260288,25,0.265974045,2,2,0,0.137071609,0,2,0.479835272,0,[],0,[],0
com.desincar.rescuecode,20.87598705,6,0.018683672,0,0,0,0.014460802,0,3,0.187220573,0,[],0,[],0
com.devere.dip,18.66873407,12,0.060931206,4,2,2,0.197934389,1,7,0.521748066,0,[],0,[],0
com.dexcom.follow,96.76876974,12,0.354873896,23,20,3,7.376424789,1,3,0.474471569,0,[],0,[],0
com.dg.coupon,3.93764329,3,0.008969307,6,6,0,0.430459738,0,2,0.125934839,0,[],0,[],0
com.dg.couponC17EF0726D1722B951ADFC391A88D4769AD988E2,3.210706949,2,0.001992702,6,6,0,0.405976772,0,2,0.136680841,0,[],0,[],0
com.dgweblab.ilgiornaledellinter,39.27514696,13,0.158800125,4,4,0,0.141176701,0,4,0.220821142,0,[],0,[],0
com.diebunny.ppwork,55.46288157,9,0.134507895,8,7,1,0.262735128,0,1,0.054120541,0,[],0,[],0
com.digitalschool.sreelakshmi,25.94298911,14,0.077907562,2,2,0,0.158893824,1,3,0.211965561,0,[],0,[],0
com.directum.jazz,51.42001581,18,0.290871859,3,3,0,0.218966007,0,4,0.795309782,0,[],0,[],0
com.disney.shanghaidisneyland_goo,0.918178558,23,0,0,0,0,0.00993371,0,5,0.920156002,0,[],0,[],0
com.divinglog.divelog,34.44181776,19,0.180173397,5,4,1,0.203486443,0,4,0.254862785,0,[],0,[],0
com.docugreen.dgforms,13.11284876,16,0.06716156,6,6,0,0.337626219,1,8,0.519067764,0,[],0,[],0
com.drakeet.purewriter,108.6618257,11,0.148926973,268,263,5,49.00083542,1,14,0.727116108,0,[],0,[],0
com.drakeet.purewriter0077088F3497C6056D47F2E13ADD80F77759C27E,114.4561133,11,0.151675701,494,489,5,51.67704558,1,14,0.791800499,0,[],0,[],0
com.drakeet.purewriter4D253CD0FD1B0054BDAAEBA85B7BBBC7042D33B4,159.0639789,16,0.235455513,295,290,5,95.21518922,2,15,0.820469141,0,[],0,[],0
com.drakeet.purewriter9D9D57B9E4F02CE533D93C4442A1F303C23AE728,113.8309269,11,0.143707991,270,265,5,49.04469991,1,14,0.726672649,0,[],0,[],0
com.drappme,52.84893489,36,0.554908514,17,9,8,2.686852694,1,13,0.828688622,0,[],2,"['normal', 'normal']",0
com.dreame.reader,1.154937983,14,0.000996351,0,0,0,0.007973433,0,29,1.58632493,0,[],0,[],0
com.dSoft.eEFOSMX,24.67081094,10,0.043530703,9,7,2,0.218802929,1,6,0.347007513,0,[],0,[],0
com.dts.freefiremax,30.99254155,22,0.257723093,31,19,12,1.049005508,2,9,0.465321541,0,[],0,[],0
com.dtsocialize.uup,31.67973757,28,0.290517807,2,2,0,0.181904078,1,7,0.747243404,0,[],0,[],0
com.dualspace.cloneapp.parallelspace.privacy.arm32,32.12659669,142,1.580042124,2,1,1,0.498760939,1,1,0.103623867,0,[],0,[],0
com.ducont.muscatbank,23.88177037,19,0.151122332,21,12,9,1.69305253,5,8,0.528773308,0,[],0,[],0
com.dunamu.exchange.global,91.67906594,21,0.372394562,64,62,2,7.673017502,1,20,1.304002523,0,[],0,[],0
com.dunamu.stockplus,175.8448198,32,1.060998201,80,65,15,18.45136094,7,34,2.005769253,0,[],0,[],0
com.dunkinbrands.otgo,106.3230858,25,0.774973869,157,143,14,8.688318014,6,16,1.056877851,0,[],0,[],0
com.durham.free.news,69.8309052,15,0.300956488,42,39,3,2.328198433,16,10,0.513134956,0,[],0,[],0
com.dynasty.hero.an,53.16160941,19,0.240922928,13,11,2,0.549594164,3,6,0.562608957,0,[],1,['normal'],0
com.eatcentral.driverapp,30.73386407,17,0.112505674,10,3,7,0.979135513,0,4,0.197544336,0,[],0,[],0
com.ebgnumerik.guide974,7.750024796,0,0,0,0,0,0.002991676,0,1,0.054918528,0,[],0,[],0
com.ecab.mobile.android.ui,25.65223455,42,0.270934343,2,2,0,0.195941687,1,4,0.258325338,0,[],0,[],0
com.ecolab.envision.nalcoalarmmanager,28.76111412,13,0.102519989,2,2,0,0.186490059,1,7,0.387311459,0,[],0,[],0
com.economy.app.business_news,57.1323669,15,0.288062334,42,39,3,2.293406248,16,10,0.833565474,0,[],0,[],0
com.ecw.healowkids,52.55824471,17,0.259176493,109,87,22,23.99041677,3,6,0.294765472,0,[],0,[],0
com.edibox.boxvoice,11.64276767,4,0.01105094,0,0,0,0.010957003,0,1,0.044077873,0,[],0,[],0
com.eduri.blockbounceball,29.24892235,7,0.044374704,9,8,1,0.729867458,1,2,0.123612165,0,[],0,[],0
com.eduri.snakeladderslime,19.27685857,8,0.049682379,0,0,0,0.029824257,0,1,0.059996367,0,[],0,[],0
com.egencia.app,60.20213103,19,0.797285795,98,82,16,4.088953495,6,6,0.32201314,0,[],0,[],0
com.egencia.app24BC4DCFC8DE193F330CCE9BEFF2B475F6B93659,64.28903461,19,0.813795567,98,82,16,4.122130394,6,6,0.31091094,0,[],0,[],0
com.egencia.appA1934100D50E60B89647EA6E88FBE2288C9536CF,65.4309442,19,0.807894945,98,82,16,4.103549242,6,6,0.31748414,0,[],0,[],0
com.eightytech.eighty,33.63297915,23,0.163357496,8,8,0,0.233673096,3,4,0.185165167,0,[],1,['normal'],0
com.ela.mobileapp.elamobileapp,35.51878858,12,0.066565275,2,2,0,0.066626549,0,1,0.107624769,0,[],0,[],0
com.elead.dealbuildershowroom,44.37063813,18,0.245958328,8,6,2,0.344767094,0,2,0.140951872,0,[],0,[],0
com.electrolux.epr.Pricelist,15.19072032,5,0.01236558,0,0,0,0.033648491,0,1,0.045349598,0,[],0,[],0
com.electron.fiskal,4.032387257,7,0.012878895,0,0,0,0.000999212,0,2,0.087696075,0,[],0,[],0
com.electron.fiskal13ABF412905B0AD0C6562851D2F52EE3AA7AAAF4,4.0914855,5,0.009888887,0,0,0,0.000997305,0,2,0.096883059,0,[],0,[],0
com.electron.fiskal1C90C0697BDB79CDF1490D0C759AB575082B2DA3,10.32145476,5,0.008685827,0,0,0,0,0,2,0.111153841,0,[],0,[],0
com.electron.fiskalA5FA9EA8D2DBFDA5726387AA093DDA744214CE93,5.333410263,5,0.010600328,0,0,0,0,0,2,0.088112831,0,[],0,[],0
com.electron.fiskalB04DAB3B112492219BCA97079B2FFFA7D7D354F6,5.369564295,7,0.013952971,0,0,0,0.000997066,0,2,0.101255417,0,[],0,[],0
com.elektronikafree,12.22819304,1,0.002028227,0,0,0,0.001034021,0,1,0.063761711,0,[],0,[],0
com.elementarysoftware.odr2,0.979526043,1,0.000996351,0,0,0,0,0,1,0.049230099,0,[],0,[],0
com.elpeef.alqalam,10.89367938,17,0.045812607,5,5,0,0.282681704,0,1,0.09328866,0,[],0,[],0
com.enbd.cbx,2.520792246,29,0.046532631,1,0,1,0.155480862,0,3,0.220255375,0,[],0,[],0
com.enerbank.loan_application,16.50718403,8,0.039865255,4,4,0,0.131807327,0,5,0.252154112,0,[],0,[],0
com.engagemobile.fhstimeentry,40.68450856,11,0.104620218,3,2,1,0.145020485,0,2,0.095813274,0,[],0,[],0
com.engcomposition.guide,21.06903768,6,0.047840357,0,0,0,0.016983271,0,1,0.089245558,0,[],0,[],0
com.enigma.bias,16.25138593,15,0.059475183,4,4,0,0.170480251,0,6,0.3182652,0,[],0,[],0
com.envisite.app,23.93180799,12,0.050828457,0,0,0,0.050371408,0,1,0.057945967,0,[],0,[],0
com.envoy.app,64.4505496,22,0.586350918,25,15,10,2.370894194,6,6,0.862667322,0,[],0,[],0
com.envoy.app25DA142E819A3116794B896389EC6E3E720BF94B,58.04687142,19,0.476914644,39,31,8,2.314576149,4,9,0.64017725,0,[],0,[],0
com.envoy.app8054012686922126FEAC623B041EFC06CB4AA356,66.23640013,19,0.460941076,39,31,8,2.29645443,4,9,0.619829655,0,[],0,[],0
com.envoy.appE8EA767D7090D27F96099DD15CD292068ADB0B1E,2605.487122,19,0.658298254,40,32,8,14.64610028,4,9,0.824488163,0,[],0,[],0
com.eocharging.eoAppHome,14.77042675,15,0.07332778,2,2,0,0.107098103,1,4,0.19009757,0,[],0,[],0
com.eomagis.time,33.15304947,8,0.049219608,2,2,0,0.144720316,1,3,0.457525969,0,[],0,[],0
com.epestreports.android,21.78273249,6,0.025281191,0,0,0,0.020711422,0,1,0.061044693,0,[],0,[],0
com.equeo.galt,130.9089742,44,1.217707396,28,19,9,4.971633911,0,8,0.580068111,0,[],2,"['normal', 'normal']",0
com.esunsec.etrade,53.02462649,14,0.205532074,5,3,2,0.191944122,0,2,0.377451897,0,[],0,[],0
com.ethan.maurysapp,76.28436661,36,0.537332773,16,13,3,0.885063171,1,11,0.665031672,0,[],1,['normal'],0
com.ethiopianairlines.crew,35.01747584,16,0.125346899,2,2,0,0.12993598,0,1,0.055839062,0,[],0,[],0
com.eugenefn.NoFaceAccount,33.26928997,29,0.100290537,5,3,2,3.089265823,3,7,0.480004549,0,[],0,[],0
com.eugenefn.smartchampion2,40.96463084,42,0.667498827,83,79,4,7.470131874,60,29,2.940362215,0,[],0,[],0
com.eurofins.eSMMobile,18.86763835,28,0.106906176,1,1,0,0.28425765,0,1,0.141163826,0,[],0,[],0
com.exacq.nvrclient,16.48885608,23,0.085450172,9,6,3,0.720701218,7,8,1.202276945,0,[],0,[],0
com.expertia.seguros,13.96256232,6,0.020351171,0,0,0,0.065335751,0,1,0.116825581,0,[],0,[],0
com.exxonmobil.esso.hk,43.60185647,11,0.187292337,9,8,1,0.601999283,1,4,0.777514696,0,[],0,[],0
com.ezteam.pdf.reader.pro,147.0574832,12,0.553109407,19,11,8,3.809360504,0,6,0.554547787,0,[],0,[],0
com.facebook.adsmanager,50.67073131,20,0.502995968,4,4,0,1.431831837,4,5,0.640914679,0,[],0,[],0
com.facebook.adsmanager68F5B7EA900E8926B2CDC7EC1CD5FD4B65C528FB,38.8743391,20,0.47762537,3,3,0,1.311454058,4,5,1.228676558,0,[],0,[],0
com.facebook.lite,1.491130352,53,0.110472202,2,2,0,0.159589291,0,15,2.499776602,0,[],0,[],0
com.facebook.lite00D34FB44E33901C54858D25056AF9747FF990E9,1.298922539,53,0.095971107,2,2,0,0.25604248,0,16,2.260629416,0,[],0,[],0
com.facebook.lite0194A9E11298764891ABF3A678439C5C4220C008,1.538592815,54,0.117943048,2,2,0,0.238137484,0,15,1.551613808,0,[],0,[],0
com.facebook.lite02A1DFC67965D368156E302D973C0E3274EA7525,1.484052658,53,0.100069046,2,2,0,0.16856122,0,15,2.210659742,0,[],0,[],0
com.facebook.lite03AA648A9D3794B10F4D945CD61FE7085817E803,1.535887957,53,0.107479572,2,2,0,0.146086693,0,14,1.373742819,0,[],0,[],0
com.facebook.lite05E4534E1E3094BC6EF9E4834D39AC0C51503CD2,1.521090508,54,0.111163855,2,2,0,0.214636087,0,15,1.398466587,0,[],0,[],0
com.facebook.lite13BC324318B37A8E83CF327D428F82BEF4427262,19.96086478,53,0.106645584,2,2,0,0.157085419,0,14,1.418863773,0,[],0,[],0
com.facebook.lite19FDA6A6D5C044CE7D347ED96599DA1480815645,1.309403896,54,0.086018801,2,2,0,0.150105953,0,14,2.135682583,0,[],0,[],0
com.facebook.lite1B9B299D4FB57B07B35B551FB071ACA4AA6BBE10,2.192771435,53,0.084946871,2,2,0,0.140204191,0,14,1.622265339,0,[],0,[],0
com.facebook.lite1E6E17A812400E7D8511530C03940801F953863A,1.475376368,53,0.104946375,2,2,0,0.141064644,0,14,1.537425041,0,[],0,[],0
com.facebook.lite22CCED09F3D060DA89167AFDEEA8F9CBFE969E95,2.361002684,53,0.106164217,2,2,0,0.141358614,0,15,2.18403697,0,[],0,[],0
com.facebook.lite23FED4C83C7A1AC2393A0BB2149C17E77C8DA4CC,1.48504138,53,0.107049704,2,2,0,0.22268486,0,15,1.410710812,0,[],0,[],0
com.facebook.lite242BC2B52B75B5DC45DE12CD663BF84AD36D30F8,2.154780388,53,0.084949493,2,2,0,0.177260637,0,16,1.805764437,0,[],0,[],0
com.facebook.lite2697CE981881C65A82C4ABEABBDC4A19DD6E3433,1.487219334,53,0.110667944,2,2,0,0.169976473,0,15,1.684777737,0,[],0,[],0
com.facebook.lite2EA8F735F07C1443FF2C00F9EF5775D9AC8CC3AD,2.359407902,53,0.11095953,2,2,0,0.154924393,0,15,1.650723219,0,[],0,[],0
com.facebook.lite317D00A5EFE36CF8A02287F00483865ABAF160C3,2.334610939,53,0.105415583,2,2,0,0.156075478,0,15,1.744871855,0,[],0,[],0
com.facebook.lite31AE55F2D1798217A66A27978CF8EC33B9D37171,1.491335392,53,0.105388641,2,2,0,0.156719446,0,15,1.911414385,0,[],0,[],0
com.facebook.lite38ABFA66F7E0AFF115209093E5ADAF2304237ABF,2.400336742,53,0.099947691,2,2,0,0.14583683,0,14,1.674151897,0,[],0,[],0
com.facebook.lite3C27AB35104E885F091A84C016FF06FAE904E865,1.944732666,54,0.187227964,2,2,0,0.203131914,0,15,1.743776321,0,[],0,[],0
com.facebook.lite3E7CB5200EA6F50D129897F4619647A7201A37E3,2.416017771,54,0.115156412,2,2,0,0.150481701,0,15,1.647372484,0,[],0,[],0
com.facebook.lite3EB49F3F915ABAE8A3780BA76A4FF71F5E6B53E9,1.478667498,53,0.102991819,2,2,0,0.16080308,0,15,1.573284864,0,[],0,[],0
com.facebook.lite400CB2AD1A85DB49A4B0A7E512FB012A59E61E8C,2.172232866,53,0.081228495,2,2,0,0.150817394,0,16,1.601668358,0,[],0,[],0
com.facebook.lite40BCC45E8BABF09453EBD37D989ABF45F027CB3C,1.459672689,53,0.100384235,2,2,0,0.152465343,0,14,1.187670946,0,[],0,[],0
com.facebook.lite43755C83C2784A08F062B71FA988933E75E18154,2.41650939,54,0.115466833,2,2,0,0.146219492,0,15,1.364583969,0,[],0,[],0
com.facebook.lite4982445D9ED973C9F08124966C4E1F18558198DC,2.189100981,53,0.100255013,2,2,0,0.151582479,0,14,1.478704214,0,[],0,[],0
com.facebook.lite4ACE30325A95A02330DAC39DBAEB6EA23DB78ABB,1.479284048,53,0.104938269,2,2,0,0.136909962,0,15,1.28501153,0,[],0,[],0
com.facebook.lite4BE9FB9F700DB224B5E45CAB02AAC7ACACA0C150,2.189585209,53,0.085201502,2,2,0,0.153329849,0,16,1.57770586,0,[],0,[],0
com.facebook.lite4C8027AAF985BDA774A7C2D6399839A2DBA62AD4,1.502947092,53,0.105322838,2,2,0,0.160069227,0,15,1.548226118,0,[],0,[],0
com.facebook.lite4CE080EF07C1BE5E9477ADBA7492E0BA7458D9D2,2.345164537,54,0.111332178,2,2,0,0.234614372,0,15,1.308030128,0,[],0,[],0
com.facebook.lite4E954A40189BD4495E067C477356D8CC67207215,1.289036512,53,0.086371899,2,2,0,0.165467024,0,16,1.531327248,0,[],0,[],0
com.facebook.lite4FBD9E62E9B56912356BDAC5B41EC5142018E285,2.368375301,53,0.111261368,2,2,0,0.153316498,0,14,1.257469893,0,[],0,[],0
com.facebook.lite4FC936D26A8C6CFA81071721AAD4E2F881539D8D,1.349448681,53,0.080336809,2,2,0,0.190226555,0,14,1.323522329,0,[],0,[],0
com.facebook.lite53A70078A09B265AD3659FA96A054AA53B448F63,2.396336555,53,0.100355148,2,2,0,0.23584938,0,14,1.231919289,0,[],0,[],0
com.facebook.lite5AAC2D1BBA6D6465937CA7A07747C7AFEB26D98D,1.419479847,53,0.105376244,2,2,0,0.240664959,0,14,1.483863831,0,[],0,[],0
com.facebook.lite5B3EF0F50369809A4FC880AEC944BC8AFE1DD081,2.422259331,53,0.105225325,2,2,0,0.216724396,0,15,1.810030937,0,[],0,[],0
com.facebook.lite5E1A6FD21C7804762458A69F12CEA4E23F1AE3E7,1.491681814,54,0.115375042,2,2,0,0.150283813,0,15,1.355822802,0,[],0,[],0
com.facebook.lite693FD0BA8CAD6F3BC1AD2E442AAA1C9C6D13039A,2.310786247,53,0.100884914,2,2,0,0.135297775,0,15,1.468973637,0,[],0,[],0
com.facebook.lite6C7E6B9EF971AB5C0861784899E073590F6552D9,2.189092636,53,0.100119114,2,2,0,0.172856808,0,14,1.371819735,0,[],0,[],0
com.facebook.lite6D7A3D7F136074CACC2F5E60D9ECA0EB24296F00,1.537318468,54,0.115353823,2,2,0,0.167938709,0,15,1.397433519,0,[],0,[],0
com.facebook.lite71525977657BC29D59D5ACFC8927A18E4D11F8D7,2.133369207,53,0.085771084,2,2,0,0.164101601,0,16,1.420753717,0,[],0,[],0
com.facebook.lite756C2573D64750087DC3E623A08FCF7A64183E10,1.484420776,53,0.100040913,2,2,0,0.155498743,0,14,1.470586061,0,[],0,[],0
com.facebook.lite7798A5844C252333ABC96D759A68EC2EE82A86DF,2.151838779,54,0.084950924,2,2,0,0.165447474,0,14,1.251092911,0,[],0,[],0
com.facebook.lite7824CD980631A74D2D99F3A2B79FF49478F90BFC,1.459243536,53,0.105378151,2,2,0,0.199800968,0,14,1.498907089,0,[],0,[],0
com.facebook.lite82705EB031D0CF00D7A2033512F85DED7C9C68EA,2.363759041,53,0.106230497,2,2,0,0.157904148,0,15,1.440311909,0,[],0,[],0
com.facebook.lite890141AE15D166E52EBC662EFBF7CECDDEE4F600,1.522218227,53,0.110712767,2,2,0,0.150118828,0,15,1.404309273,0,[],0,[],0
com.facebook.lite8924E076E87D4CDF288923A2CEFB276C60F084D0,2.365778208,53,0.10543561,2,2,0,0.148366451,0,15,1.47055006,0,[],0,[],0
com.facebook.lite8AA30F806D0BE032B46D6842689FFA9859F57AC1,2.298273325,53,0.110389948,2,2,0,0.153300285,0,15,1.514871597,0,[],0,[],0
com.facebook.lite8DAB83C70671CC32CC8B093FBFF3ABF63755154C,1.524901152,53,0.110364676,2,2,0,0.145910978,0,15,1.374646902,0,[],0,[],0
com.facebook.lite8E811FCD41C2747CD7D000E98B19BE0A16E1F71D,2.560756922,53,0.10699439,2,2,0,0.177377224,0,15,1.315686703,0,[],0,[],0
com.facebook.lite8F9D070463D9809721B246FAC12F9D9BA8595A39,1.521301508,53,0.105365038,2,2,0,0.167603731,0,15,1.571405649,0,[],0,[],0
com.facebook.lite9384DD56264B729A22F1B84319A03D0F4422BEDE,2.362725258,53,0.115178108,2,2,0,0.135352373,0,14,1.14593339,0,[],0,[],0
com.facebook.lite96219D3B24FEF7D79866F495CF42C97E5D837DC6,2.148454189,53,0.104860067,2,2,0,0.165208817,0,14,1.40291214,0,[],0,[],0
com.facebook.lite96A3262623D4FAED17FAA1CDCB0CC8771AB98BDF,2.322420835,53,0.094956398,2,2,0,0.171919823,0,14,1.216472864,0,[],0,[],0
com.facebook.lite99480F7B8446E4D1A8B1628DD9A407B98133B822,2.291086197,53,0.111784458,2,2,0,0.147051096,0,15,1.46494031,0,[],0,[],0
com.facebook.lite9AE7B34C5E3BF3F082D3D610DF03D9C5D9082FDD,1.326571465,53,0.08503747,2,2,0,0.141379118,0,14,1.575703382,0,[],0,[],0
com.facebook.lite9DB20276E8ACF9A4EDFC0AB1A5ED13D7123A8D86,2.37709713,53,0.105018377,2,2,0,0.147554874,0,15,1.407014847,0,[],0,[],0
com.facebook.lite9DB39D8869965E9A5302CD53981DDCF027B4B112,1.590666056,54,0.111264706,2,2,0,0.172936916,0,15,1.444977045,0,[],0,[],0
com.facebook.lite9F05FDAC500A6E996863CDEFCE4D4BE895198F89,2.546365499,55,0.131198406,2,2,0,0.160792112,0,15,1.42711544,0,[],0,[],0
com.facebook.lite9F134AC9CDDCA5F1798C1CE0143BA885385AB070,1.736222267,55,0.134908438,2,2,0,0.169156313,0,15,1.476439714,0,[],0,[],0
com.facebook.lite9F2CDBF64FB823B4CD50D5089F4F81822E39CF0A,2.359689951,53,0.094954014,2,2,0,0.145787477,0,14,1.586204767,0,[],0,[],0
com.facebook.liteAA42D2833EDA780B97B066FC00035E0BD493F363,1.413787603,53,0.083482742,2,2,0,0.146064997,0,16,1.717664957,0,[],0,[],0
com.facebook.liteAD9FD9CA8C607825D803845A48E35FAD5691A8F4,2.479693174,54,0.115431309,2,2,0,0.140628576,0,15,1.484908342,0,[],0,[],0
com.facebook.liteADF39639D72DADD3BDDABB577A0E1D8378BE182F,2.100067139,53,0.084944248,2,2,0,0.134983063,0,16,1.50666213,0,[],0,[],0
com.facebook.liteB401650779E83A2C6F791824F756D73FAE69375C,1.571254253,54,0.127951145,2,2,0,0.141010523,0,15,1.430778027,0,[],0,[],0
com.facebook.liteB62E394478D39C29586CD058007909DF39A72678,2.468640566,53,0.122034073,2,2,0,0.244870901,0,15,1.412876129,0,[],0,[],0
com.facebook.liteB9466361C0BE911A5CED30485C573ADF482B3923,1.523213387,53,0.115566969,2,2,0,0.142073393,0,15,2.086331606,0,[],0,[],0
com.facebook.liteB951C52893E42AC55B9B0D5F73EF2F2B96CB0C41,2.404174805,53,0.110569477,2,2,0,0.158889771,0,15,2.077203035,0,[],0,[],0
com.facebook.liteBC39B1BD5D1A2CC2B6C9DAB830E21EAA422354E9,1.641652584,55,0.115429401,2,2,0,0.242137194,0,15,1.875390768,0,[],0,[],0
com.facebook.liteBC952355E0DED19FF4460C07FF91E81744A23181,2.201586008,53,0.089956045,2,2,0,0.147238731,0,16,2.686912298,0,[],0,[],0
com.facebook.liteBF6BF97B3555CAB60F3EF0700689CA6A09879BDB,1.511774302,53,0.104943991,2,2,0,0.268066883,0,15,1.659226179,0,[],0,[],0
com.facebook.liteC05F5FE0D4960BE6DFE158907A98281A41F06432,2.594598293,53,0.111060619,2,2,0,0.14746356,0,14,1.890933752,0,[],0,[],0
com.facebook.liteC263BF9704B0AA86E6B8E3ED71CF464E57443DEC,1.448094845,53,0.105246782,2,2,0,0.274966717,0,14,1.861342907,0,[],0,[],0
com.facebook.liteC4F44841242F112CA9A0BE9E16839C0BAC5ED92C,2.147367716,54,0.09076643,2,2,0,0.258072138,0,14,1.149435282,0,[],0,[],0
com.facebook.liteC5A9F7F966E3EB301EACB575EF28AD83B05E881F,2.420705795,53,0.105561972,2,2,0,0.226745605,0,14,1.345253944,0,[],0,[],0
com.facebook.liteC5FA713CBC1093902AD132F883831E213E077C51,1.517479181,53,0.110396385,2,2,0,0.200546503,0,15,1.550278187,0,[],0,[],0
com.facebook.liteC7BE0EAA3F4CD5F79D0906A0BFA27D9E1BD50CD3,2.220068455,54,0.087908268,2,2,0,0.265248775,0,14,1.88954711,0,[],0,[],0
com.facebook.liteC833897099C89A3DC6646B1824CADD376FA496C6,1.543185949,54,0.116057158,2,2,0,0.302744865,0,15,1.5855546,0,[],0,[],0
com.facebook.liteC9089B95A5085667DA1ADE76CF9952161BE83D4C,2.33017683,53,0.106559277,2,2,0,0.310724974,0,15,1.901236773,0,[],0,[],0
com.facebook.liteC91F5F728F40074E35A542B95D7E8BE89CEF5201,1.44928503,53,0.105962992,2,2,0,0.315837622,0,14,1.613824844,0,[],0,[],0
com.facebook.liteCF1837420BBEBF3F28D64DFA4E3E8EEE9BC8ECFB,2.364315033,53,0.107115984,2,2,0,0.18212676,0,14,1.296631575,0,[],0,[],0
com.facebook.liteD022E31EFE9099BD034C1A8836B0280F5568C0E0,1.435827017,53,0.096263885,2,2,0,0.226792097,0,14,1.315714598,0,[],0,[],0
com.facebook.liteD3819FFC27D84A329CD9437A6D77C8C343BC99FD,2.190046787,53,0.085644484,2,2,0,0.23124671,0,14,2.235163927,0,[],0,[],0
com.facebook.liteD9B5F0940646561E5ABEFF4202DBFBFFFB6C208A,2.3567729,54,0.125493526,2,2,0,0.196616173,0,15,1.298733473,0,[],0,[],0
com.facebook.liteDAD8FCBFFF25712DCB7E116FA11288BA21F6A710,1.322309017,53,0.0803864,2,2,0,0.300665617,0,16,1.434438467,0,[],0,[],0
com.facebook.liteDDA25776F3C8CFA118D2D8360E041BBD47B78988,2.321488142,53,0.105183125,2,2,0,0.273449421,0,14,1.285282135,0,[],0,[],0
com.facebook.liteDE5C337025F08176490F66374A24CF91CBC47E00,1.432970524,53,0.095177174,2,2,0,0.232598305,0,14,1.184463263,0,[],0,[],0
com.facebook.liteE0865850A922218972DFA10125A9D6EB41DDC988,2.248760223,53,0.091749907,2,2,0,0.188724041,0,14,1.240036726,0,[],0,[],0
com.facebook.liteE1699B3F909368C8B9FF19A22DD31A93E235E6C5,1.303727865,53,0.09085083,2,2,0,0.242021322,0,16,1.637968779,0,[],0,[],0
com.facebook.liteE341BFF1545FE946E42352EA551C471A0A4F451C,2.310585737,53,0.10067296,2,2,0,0.199094772,0,14,1.39436388,0,[],0,[],0
com.facebook.liteE557F77FA6A2A258BE84D1B9EF17C36DBFEF1DDB,1.38842082,53,0.085097313,2,2,0,0.218478441,0,16,1.454196453,0,[],0,[],0
com.facebook.liteEDED3201D06E5D3F586336971802D161A6242858,2.275806665,53,0.104681969,2,2,0,0.148423433,0,14,1.180977345,0,[],0,[],0
com.facebook.liteEFD96CDB63D807D44D1218974BC25D1AA60B3B3D,1.284220695,53,0.094954491,2,2,0,0.162058115,0,16,1.597233772,0,[],0,[],0
com.facebook.liteF288AF877502598B909B55BB268834DE4D08ADCC,2.267106295,53,0.099942446,2,2,0,0.256830692,0,14,1.302640438,0,[],0,[],0
com.facebook.liteF79BF9994C482703CC8C53B75E0DFDB383C03655,1.402837276,53,0.105268478,2,2,0,0.146049261,0,14,1.310778856,0,[],0,[],0
com.facebook.liteF91E8C56B73E359400E8B3D322E601EE9E4D4CCB,2.147851944,53,0.094630718,2,2,0,0.144920826,0,16,1.524259329,0,[],0,[],0
com.facebook.liteF968FA856FF2F077D1F5CC18F4D15D54B3704E61,2.207566023,53,0.106626749,2,2,0,0.146815777,0,14,1.301361084,0,[],0,[],0
com.facebook.liteFDC22C8EFD7CCFD65C94E8104474A639312002B7,1.429002285,53,0.10075593,2,2,0,0.13710475,0,14,1.37849021,0,[],0,[],0
com.facebook.mlite,55.18966889,41,1.244249821,14,13,1,5.787231207,0,16,1.781520367,0,[],1,['normal'],0
com.facebook.orca43873540FE4F4402A027401E3A5E97DEA09F6833,256.1331596,69,9.688085079,29,22,7,13.54266405,1,66,11.21733427,0,[],18,"['danger', 'danger', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal']",0
com.facebook.orca7F1B87E4100386F059DBA63EE6D7C740768DA48D,262.0171347,68,8.985264301,33,27,6,13.18490958,1,66,11.75377727,0,[],18,"['danger', 'danger', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal']",0
com.facebook.orcaB3FFEBE65ABA46C10BF92F2F2438A0A0C475C826,351.5160825,68,9.055070877,26,20,6,12.39312601,3,66,13.28055644,0,[],18,"['danger', 'danger', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal']",0
com.facebook.orcaF0721C41992E2ED0A4FF74B199CE6C56F64B4557,399.0165076,69,9.337322235,26,20,6,14.90353227,3,66,12.41411877,0,[],18,"['danger', 'danger', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal']",0
